customer_id,email,country,signup_date,acquisition_channel,age_group,is_premium
CUST_00394,hwilliams@example.org,IN,2023-03-24,social,18-24,False
CUST_00395,hernandezpriscilla@example.net,IN,2023-07-12,organic,35-44,False
CUST_00396,hcruz@example.com,SG,2024-04-22,paid_search,35-44,False
CUST_00397,meganmartinez@example.com,IN,2023-08-31,paid_search,45-54,False
CUST_00398,tiffany78@example.net,SG,2023-12-29,email,45-54,True
CUST_00399,lyonscynthia@example.com,SG,2023-11-02,paid_search,25-34,False
CUST_00400,margaretgay@example.com,IN,2023-02-07,social,55+,False
CUST_00401,jcarr@example.com,US,2024-05-23,email,55+,True
CUST_00402,christopherjackson@example.org,SG,2023-03-25,email,35-44,False
CUST_00403,fullerkenneth@example.net,IN,2023-10-12,organic,55+,False
CUST_00404,daniel01@example.com,SG,2023-10-09,organic,45-54,False
CUST_00405,hendersonamanda@example.net,IN,2024-03-03,referral,55+,True
CUST_00406,davischarles@example.com,IN,2023-03-17,email,55+,False
CUST_00407,oshaffer@example.com,IN,2023-04-23,referral,45-54,False
CUST_00408,andersonalexander@example.org,IN,2023-02-05,direct,35-44,False
CUST_00409,rmyers@example.net,SG,2024-02-08,referral,55+,True
CUST_00410,michaelsilva@example.net,IN,2024-04-21,social,55+,False
CUST_00411,kwilson@example.net,SG,2023-08-21,referral,55+,False
CUST_00412,stephen12@example.com,IN,2024-03-13,organic,35-44,False
CUST_00413,stevenryan@example.net,AU,2023-03-27,referral,35-44,False
CUST_00414,warrenmolly@example.net,US,2024-06-18,referral,45-54,False
CUST_00415,david34@example.net,US,2024-05-24,referral,55+,False
CUST_00416,wkirby@example.org,SG,2023-02-09,paid_search,55+,False
CUST_00417,lbarnes@example.net,US,2024-04-26,social,25-34,False
CUST_00418,lopezdavid@example.org,IN,2023-07-08,direct,18-24,True
CUST_00419,bradleypatel@example.org,IN,2023-12-09,paid_search,45-54,False
CUST_00420,jacob88@example.net,SG,2023-11-15,referral,45-54,False
CUST_00421,jeremydavis@example.com,US,2023-02-18,referral,25-34,False
CUST_00422,hernandezjustin@example.com,SG,2024-05-29,social,35-44,False
CUST_00423,penadanielle@example.org,AU,2023-12-24,email,55+,False
CUST_00424,claychristopher@example.net,US,2024-06-12,direct,35-44,False
CUST_00425,uchapman@example.net,AU,2023-05-30,email,55+,False
CUST_00426,lucas67@example.org,US,2023-08-20,direct,25-34,False
CUST_00427,lorigriffith@example.org,IN,2024-01-15,email,55+,False
CUST_00428,laurapennington@example.org,IN,2023-08-01,referral,55+,False
CUST_00429,jonesluke@example.net,GB,2023-11-03,paid_search,35-44,True
CUST_00430,craiglee@example.com,IN,2023-03-03,social,35-44,False
CUST_00431,breanna04@example.org,IN,2023-06-16,referral,35-44,False
CUST_00432,johnstonkevin@example.net,IN,2024-06-24,organic,55+,False
CUST_00433,shannon24@example.com,IN,2023-07-05,direct,55+,False
CUST_00434,donnaweber@example.com,IN,2023-06-30,social,35-44,False
CUST_00435,dunnshawn@example.com,US,2023-03-20,paid_search,18-24,False
CUST_00436,nicholas56@example.org,SG,2023-05-03,social,45-54,False
CUST_00437,patricknunez@example.org,IN,2023-08-12,direct,18-24,False
CUST_00438,jennifer09@example.org,US,2023-03-11,paid_search,55+,False
CUST_00439,imcgee@example.net,AU,2023-01-29,paid_search,45-54,False
CUST_00440,sharon54@example.com,AU,2023-05-17,organic,45-54,False
CUST_00441,tammyflynn@example.net,AU,2023-05-25,email,18-24,True
CUST_00442,james83@example.org,US,2024-03-17,email,35-44,False
CUST_00443,eperry@example.com,SG,2024-05-13,social,25-34,False
CUST_00444,fstewart@example.org,IN,2023-12-30,organic,35-44,True
CUST_00445,lwhite@example.com,US,2023-12-23,direct,25-34,True
CUST_00446,rrivera@example.org,US,2023-09-19,referral,25-34,True
CUST_00447,umunoz@example.org,GB,2024-05-11,social,55+,False
CUST_00448,james99@example.com,US,2023-11-08,paid_search,25-34,False
CUST_00449,jodi98@example.net,IN,2023-07-12,social,25-34,False
CUST_00450,kristopherholmes@example.net,AU,2023-07-27,email,55+,False
CUST_00451,wardchristina@example.com,IN,2023-01-09,email,25-34,True
CUST_00452,adamortiz@example.org,SG,2023-04-02,paid_search,45-54,False
CUST_00453,ocooke@example.net,US,2023-08-30,direct,35-44,False
CUST_00454,sanchezkristine@example.com,IN,2023-06-21,paid_search,45-54,True
CUST_00455,mark93@example.org,IN,2024-04-15,direct,55+,False
CUST_00456,rogerssean@example.net,GB,2024-02-22,paid_search,25-34,False
CUST_00457,christopherhickman@example.net,GB,2024-04-07,organic,55+,False
CUST_00458,stephanie90@example.org,IN,2023-10-09,referral,18-24,True
CUST_00459,hwalker@example.net,AU,2024-03-01,paid_search,55+,False
CUST_00460,jeffery53@example.com,IN,2023-05-08,referral,45-54,True
CUST_00461,dlewis@example.net,US,2023-06-09,social,18-24,False
CUST_00462,agonzalez@example.org,GB,2023-12-13,social,25-34,False
CUST_00463,lfitzgerald@example.org,SG,2023-12-21,referral,45-54,False
CUST_00464,obailey@example.com,US,2023-08-28,social,35-44,False
CUST_00465,bernardroberts@example.com,SG,2023-06-19,organic,45-54,False
CUST_00466,lpotter@example.net,SG,2023-02-19,organic,18-24,False
CUST_00467,miguelgaines@example.net,IN,2024-01-02,social,25-34,False
CUST_00468,rblack@example.org,AU,2024-05-13,direct,45-54,False
CUST_00469,valdezdiana@example.org,SG,2023-10-25,social,45-54,True
CUST_00470,aweiss@example.com,GB,2024-05-29,paid_search,35-44,True
CUST_00471,ambergamble@example.net,IN,2024-02-22,paid_search,25-34,False
CUST_00472,thomasdavid@example.org,AU,2023-01-18,social,55+,False
CUST_00473,ygarcia@example.org,GB,2023-10-22,paid_search,45-54,False
CUST_00474,wileyjacob@example.com,IN,2023-08-03,direct,18-24,True
CUST_00475,rschultz@example.org,SG,2024-05-27,organic,25-34,False
CUST_00476,pvega@example.net,SG,2023-03-20,social,55+,False
CUST_00477,patrick35@example.com,IN,2023-02-07,organic,45-54,False
CUST_00478,maria99@example.org,IN,2024-02-24,organic,25-34,False
CUST_00479,campbellthomas@example.com,IN,2023-08-13,direct,55+,False
CUST_00480,efoster@example.com,US,2024-04-09,email,25-34,False
CUST_00481,dblankenship@example.com,AU,2023-04-22,referral,25-34,False
CUST_00482,qwebb@example.org,IN,2023-08-02,referral,25-34,False
CUST_00483,curtisbrooks@example.net,SG,2023-11-28,organic,35-44,False
CUST_00484,sgoodman@example.com,IN,2024-06-05,referral,35-44,False
CUST_00485,patrickdavis@example.com,IN,2023-11-14,social,25-34,False
CUST_00486,hjackson@example.net,IN,2024-01-03,paid_search,35-44,False
CUST_00487,nhernandez@example.com,GB,2023-04-23,organic,55+,False
CUST_00488,darrell95@example.com,SG,2023-11-20,paid_search,45-54,False
CUST_00489,carlaochoa@example.net,IN,2023-06-07,organic,45-54,False
CUST_00490,rileysteven@example.net,SG,2023-03-13,paid_search,18-24,False
CUST_00491,pmarsh@example.net,US,2024-06-07,organic,18-24,True
CUST_00492,qcampbell@example.com,US,2024-04-01,referral,25-34,False
CUST_00493,popealec@example.org,IN,2023-09-16,organic,25-34,False
CUST_00494,johnnymartin@example.org,US,2023-04-02,social,25-34,False
CUST_00495,dhernandez@example.org,IN,2023-06-08,paid_search,55+,False
CUST_00496,taylormullins@example.net,IN,2023-08-08,referral,35-44,False
CUST_00497,villanuevamichael@example.com,SG,2023-10-07,social,45-54,True
CUST_00498,mahoneydavid@example.net,US,2023-12-31,email,25-34,False
CUST_00499,stephanie75@example.com,IN,2023-11-18,paid_search,25-34,True
CUST_00500,hernandezkevin@example.com,AU,2024-03-05,referral,45-54,False
CUST_00501,samueljohnson@example.net,IN,2023-06-02,social,55+,False
CUST_00502,gary76@example.com,SG,2024-01-23,direct,35-44,False
CUST_00503,lawrencetownsend@example.com,AU,2024-01-15,direct,45-54,False
CUST_00504,cameronjennifer@example.org,IN,2023-10-01,direct,55+,False
CUST_00505,danielle42@example.com,AU,2024-02-26,organic,55+,True
CUST_00506,justinmiller@example.org,AU,2023-02-27,direct,18-24,False
CUST_00507,walter94@example.org,IN,2023-11-17,direct,25-34,True
CUST_00508,gabriel91@example.com,IN,2023-04-28,referral,45-54,False
CUST_00509,alexandriaroberts@example.com,US,2024-04-24,referral,45-54,False
CUST_00510,benjaminglover@example.net,IN,2023-01-13,referral,45-54,True
CUST_00511,llindsey@example.org,US,2024-02-16,referral,35-44,True
CUST_00512,lozanojustin@example.com,US,2024-06-26,paid_search,18-24,False
CUST_00513,rcampos@example.org,IN,2024-02-12,paid_search,55+,False
CUST_00514,reneethompson@example.com,IN,2023-10-03,social,18-24,False
CUST_00515,johnsonsusan@example.org,SG,2023-11-12,paid_search,25-34,False
CUST_00516,danaosborn@example.org,US,2023-03-04,direct,18-24,True
CUST_00517,carriejones@example.net,IN,2023-10-22,social,18-24,False
CUST_00518,nburns@example.com,IN,2024-06-29,social,45-54,False
CUST_00519,crussell@example.net,SG,2023-09-15,organic,55+,False
CUST_00520,matthewstammie@example.com,IN,2023-06-28,direct,55+,False
CUST_00521,deannasaunders@example.net,AU,2023-02-06,direct,35-44,False
CUST_00522,vhuff@example.net,US,2024-03-13,paid_search,35-44,True
CUST_00523,tammysweeney@example.org,SG,2023-06-10,direct,45-54,False
CUST_00524,ewatts@example.com,IN,2023-08-21,paid_search,55+,False
CUST_00525,rmills@example.net,US,2023-10-30,referral,35-44,False
CUST_00526,rebeccagates@example.net,US,2023-04-19,direct,18-24,False
CUST_00527,jeremy65@example.org,IN,2023-09-26,social,25-34,False
CUST_00528,edwardhunt@example.net,US,2023-09-22,referral,55+,False
CUST_00529,danieljohnson@example.net,IN,2023-09-11,email,45-54,False
CUST_00530,rodriguezmary@example.com,SG,2023-10-04,social,45-54,True
CUST_00531,kellymassey@example.org,US,2024-03-31,organic,55+,False
CUST_00532,zbrooks@example.com,US,2023-07-11,organic,35-44,True
CUST_00533,emily30@example.com,IN,2024-05-07,social,35-44,False
CUST_00534,vparks@example.net,IN,2023-03-13,email,45-54,False
CUST_00535,jrodriguez@example.net,IN,2023-07-29,organic,25-34,False
CUST_00536,annarogers@example.org,SG,2024-03-08,social,18-24,True
CUST_00537,uford@example.com,SG,2023-10-02,referral,55+,False
CUST_00538,laura05@example.net,IN,2023-10-27,social,45-54,False
CUST_00539,wilsonchristopher@example.org,AU,2024-03-10,paid_search,55+,False
CUST_00540,tmooney@example.com,IN,2024-06-16,paid_search,35-44,False
CUST_00541,katherine01@example.com,IN,2024-01-19,paid_search,45-54,False
CUST_00542,townsendshannon@example.net,SG,2023-08-21,organic,35-44,False
CUST_00543,gonzalezjesus@example.org,US,2023-07-11,social,55+,False
CUST_00544,erinwoods@example.com,IN,2023-12-22,email,18-24,False
CUST_00545,victoria84@example.org,GB,2023-09-16,social,35-44,False
CUST_00546,samuel45@example.org,GB,2023-12-01,direct,55+,True
CUST_00547,everettsandy@example.org,US,2023-09-07,direct,25-34,False
CUST_00548,kimberly30@example.com,AU,2023-05-18,email,35-44,False
CUST_00549,uhill@example.com,SG,2024-05-06,referral,25-34,False
CUST_00550,tiffany46@example.com,GB,2023-08-06,social,35-44,True
CUST_00551,claire03@example.com,IN,2024-03-13,referral,25-34,False
CUST_00552,lmartinez@example.org,IN,2024-03-03,direct,45-54,False
CUST_00553,nicholsonmichele@example.com,SG,2023-06-12,email,18-24,False
CUST_00554,pkelly@example.org,US,2023-11-14,paid_search,35-44,False
CUST_00555,regina56@example.org,IN,2024-05-26,social,45-54,True
CUST_00556,brianna28@example.org,SG,2024-04-09,social,55+,False
CUST_00557,jonathan14@example.org,SG,2024-06-21,organic,35-44,False
CUST_00558,hogankatherine@example.com,SG,2024-02-22,organic,18-24,False
CUST_00559,rodney99@example.com,US,2024-05-25,paid_search,55+,True
CUST_00560,scottvictoria@example.com,US,2024-05-16,social,35-44,False
CUST_00561,pamelaellis@example.net,IN,2023-12-01,organic,35-44,False
CUST_00562,qhumphrey@example.net,SG,2024-02-07,direct,55+,False
CUST_00563,njoseph@example.org,IN,2023-10-18,direct,55+,False
CUST_00564,teresa91@example.net,IN,2023-04-28,organic,45-54,True
CUST_00565,steven79@example.net,AU,2023-11-20,organic,18-24,False
CUST_00566,lewislaura@example.com,IN,2023-04-21,email,45-54,False
CUST_00567,unicholson@example.org,SG,2024-02-09,social,18-24,False
CUST_00568,cindy55@example.net,SG,2024-06-25,organic,35-44,True
CUST_00569,karen52@example.net,IN,2023-03-31,email,18-24,False
CUST_00570,xevans@example.org,AU,2023-05-08,direct,25-34,False
CUST_00571,cochranlaura@example.net,IN,2024-03-04,referral,45-54,False
CUST_00572,isaac70@example.org,US,2023-06-30,direct,25-34,True
CUST_00573,coleryan@example.org,SG,2024-05-25,organic,55+,False
CUST_00574,brianmoran@example.com,SG,2023-12-16,social,18-24,False
CUST_00575,nicoleortiz@example.net,IN,2023-06-09,direct,18-24,False
CUST_00576,ashley01@example.net,IN,2024-02-22,email,25-34,False
CUST_00577,tanya07@example.com,US,2023-07-23,social,55+,False
CUST_00578,shannon99@example.com,SG,2023-09-01,referral,45-54,False
CUST_00579,dwillis@example.org,IN,2023-09-28,social,55+,True
CUST_00580,ohubbard@example.com,US,2024-06-07,email,55+,False
CUST_00581,xwilson@example.com,IN,2024-06-06,organic,25-34,False
CUST_00582,nguzman@example.net,IN,2023-05-23,paid_search,55+,False
CUST_00583,zdickson@example.com,IN,2024-04-08,social,45-54,True
CUST_00584,ryan23@example.com,SG,2024-05-08,direct,25-34,False
CUST_00585,iallison@example.com,IN,2024-01-16,paid_search,35-44,False
CUST_00586,bruce45@example.net,IN,2024-04-26,email,18-24,False
CUST_00587,lmorris@example.org,GB,2023-06-01,referral,55+,False
CUST_00588,michaelfriedman@example.com,US,2023-11-14,social,45-54,False
CUST_00589,katiehughes@example.org,SG,2023-03-06,paid_search,35-44,True
CUST_00590,davidjarvis@example.org,SG,2023-06-24,paid_search,45-54,False
CUST_00591,kimberly37@example.com,SG,2024-01-20,organic,55+,True
CUST_00592,ywheeler@example.net,GB,2024-02-26,email,55+,False
CUST_00593,amandarobinson@example.net,US,2023-02-02,social,55+,False
CUST_00594,loripena@example.net,IN,2023-11-27,direct,25-34,False
CUST_00595,vrobinson@example.net,SG,2023-01-26,email,18-24,False
CUST_00596,dtorres@example.org,US,2023-04-02,paid_search,25-34,False
CUST_00597,kevin06@example.com,US,2024-04-01,direct,55+,False
CUST_00598,seth84@example.net,US,2023-05-09,paid_search,25-34,False
CUST_00599,michael28@example.org,IN,2024-03-18,email,55+,False
CUST_00600,nburch@example.org,AU,2023-09-09,email,35-44,False
CUST_00601,jessica43@example.org,AU,2024-02-04,direct,18-24,True
CUST_00602,cholmes@example.com,AU,2023-11-16,email,25-34,False
CUST_00603,muellerdavid@example.net,IN,2023-04-14,direct,35-44,False
CUST_00604,hartkatie@example.com,IN,2024-06-09,paid_search,55+,False
CUST_00605,browe@example.org,SG,2024-05-02,social,18-24,False
CUST_00606,ingramsean@example.com,SG,2023-03-14,direct,35-44,False
CUST_00607,adamsjason@example.org,SG,2023-10-14,social,35-44,False
CUST_00608,calderonjoseph@example.org,US,2023-03-14,social,35-44,False
CUST_00609,urivera@example.org,IN,2024-02-20,social,25-34,False
CUST_00610,stevenmorris@example.net,GB,2023-09-08,email,55+,False
CUST_00611,sgraves@example.com,GB,2024-03-15,email,18-24,True
CUST_00612,nicoleaguirre@example.net,US,2024-05-01,social,18-24,True
CUST_00613,adam21@example.com,SG,2023-05-03,organic,45-54,False
CUST_00614,raycameron@example.com,AU,2024-06-18,direct,35-44,True
CUST_00615,katieacosta@example.net,IN,2023-08-01,email,35-44,True
CUST_00616,ledwards@example.com,AU,2024-05-31,paid_search,18-24,False
CUST_00617,zhood@example.org,US,2023-08-26,paid_search,45-54,False
CUST_00618,iknight@example.net,IN,2023-03-15,social,18-24,True
CUST_00619,ronnie50@example.net,SG,2023-06-25,social,18-24,True
CUST_00620,bryanrogers@example.net,GB,2023-09-24,social,25-34,False
CUST_00621,joshuawatkins@example.com,IN,2023-06-27,direct,18-24,True
CUST_00622,dcobb@example.com,GB,2023-10-13,paid_search,45-54,False
CUST_00623,mcdanielsamantha@example.org,US,2023-04-14,direct,25-34,True
CUST_00624,wbruce@example.org,IN,2024-03-13,direct,25-34,False
CUST_00625,grodriguez@example.org,US,2023-06-15,paid_search,45-54,False
CUST_00626,zking@example.com,GB,2023-12-10,organic,18-24,True
CUST_00627,alexis80@example.com,SG,2023-04-06,social,35-44,False
CUST_00628,berryjeffrey@example.org,US,2023-09-02,paid_search,35-44,False
CUST_00629,brownandre@example.com,SG,2023-07-12,referral,55+,False
CUST_00630,cindy74@example.net,IN,2024-06-20,direct,35-44,False
CUST_00631,riggsmarissa@example.com,SG,2024-04-16,direct,45-54,False
CUST_00632,susankeller@example.com,US,2023-02-12,paid_search,45-54,False
CUST_00633,gcalderon@example.net,SG,2023-07-07,referral,18-24,False
CUST_00634,brownerica@example.org,AU,2023-01-10,email,25-34,False
CUST_00635,tbrown@example.org,SG,2024-03-17,referral,25-34,False
CUST_00636,craig11@example.org,IN,2023-02-26,organic,18-24,False
CUST_00637,vangmanuel@example.net,AU,2023-01-31,social,55+,False
CUST_00638,wtaylor@example.org,US,2024-01-25,social,45-54,True
CUST_00639,wesleygonzales@example.org,SG,2024-02-21,paid_search,35-44,True
CUST_00640,michael55@example.net,SG,2023-03-03,paid_search,25-34,False
CUST_00641,thompsonmanuel@example.com,SG,2023-10-31,direct,18-24,False
CUST_00642,ydixon@example.com,US,2023-12-06,paid_search,18-24,False
CUST_00643,jessewebb@example.net,IN,2023-12-04,referral,55+,True
CUST_00644,jflynn@example.org,US,2024-06-01,direct,25-34,True
CUST_00645,gatesedward@example.net,US,2023-04-17,paid_search,45-54,False
CUST_00646,fanderson@example.com,SG,2024-02-11,direct,35-44,True
CUST_00647,lyonstonya@example.net,US,2023-04-09,email,18-24,False
CUST_00648,cochranmichael@example.net,IN,2023-01-23,social,35-44,False
CUST_00649,jack18@example.org,US,2023-07-24,referral,18-24,False
CUST_00650,philipwhite@example.net,IN,2024-02-01,social,55+,True
CUST_00651,molly08@example.net,IN,2023-05-03,organic,55+,False
CUST_00652,browningsharon@example.com,IN,2023-03-31,referral,18-24,True
CUST_00653,phillipsjennifer@example.com,IN,2023-01-10,social,35-44,False
CUST_00654,peggycarter@example.org,IN,2023-04-27,organic,55+,False
CUST_00655,mnorman@example.com,SG,2024-05-24,email,25-34,False
CUST_00656,waltonjoseph@example.org,IN,2023-09-06,organic,55+,False
CUST_00657,lmoore@example.com,US,2024-01-25,organic,25-34,False
CUST_00658,skent@example.org,AU,2024-02-05,social,18-24,False
CUST_00659,ihawkins@example.org,US,2023-08-08,email,35-44,True
CUST_00660,pamelariley@example.com,IN,2023-12-21,paid_search,35-44,False
CUST_00661,rileywilliams@example.org,US,2023-08-25,paid_search,45-54,False
CUST_00662,sandra47@example.org,AU,2024-01-19,paid_search,55+,False
CUST_00663,christopherwilson@example.org,IN,2023-07-10,social,18-24,False
CUST_00664,lholmes@example.com,US,2023-09-27,direct,18-24,False
CUST_00665,ynelson@example.com,US,2023-01-02,social,35-44,True
CUST_00666,chumphrey@example.net,AU,2024-02-16,social,45-54,False
CUST_00667,andersonrobert@example.net,US,2023-04-21,organic,18-24,False
CUST_00668,harrisedward@example.net,SG,2024-02-08,email,45-54,False
CUST_00669,shannon24@example.net,SG,2023-03-07,referral,25-34,False
CUST_00670,chernandez@example.org,IN,2023-11-03,referral,18-24,False
CUST_00671,williamcopeland@example.org,IN,2023-04-12,email,35-44,False
CUST_00672,jackiewoods@example.net,US,2023-11-02,direct,35-44,False
CUST_00673,jeremy36@example.net,IN,2023-07-31,paid_search,25-34,False
CUST_00674,woodkenneth@example.org,IN,2024-03-30,organic,25-34,False
CUST_00675,gabriellejohnson@example.net,SG,2023-09-01,referral,35-44,False
CUST_00676,timothy58@example.org,SG,2023-06-11,social,35-44,False
CUST_00677,sarahpayne@example.org,IN,2023-03-12,direct,35-44,False
CUST_00678,chavezashley@example.org,US,2024-06-25,paid_search,35-44,True
CUST_00679,blake96@example.net,AU,2023-07-12,social,55+,True
CUST_00680,allisonmendoza@example.net,IN,2023-08-21,paid_search,18-24,False
CUST_00681,savannah41@example.org,SG,2023-12-18,referral,25-34,True
CUST_00682,madison99@example.net,GB,2023-03-21,paid_search,18-24,True
CUST_00683,clintonmorgan@example.com,IN,2023-06-22,social,35-44,False
CUST_00684,rogerwilliams@example.net,IN,2024-05-15,referral,35-44,False
CUST_00685,ashley61@example.net,IN,2023-02-28,organic,25-34,False
CUST_00686,mark24@example.com,GB,2023-12-11,organic,35-44,True
CUST_00687,matthewtaylor@example.org,IN,2023-12-25,referral,45-54,False
CUST_00688,zacharysilva@example.net,SG,2023-11-03,social,45-54,True
CUST_00689,sandra04@example.com,AU,2023-06-16,email,35-44,False
CUST_00690,wangnicholas@example.com,IN,2023-04-26,referral,55+,False
CUST_00691,xnelson@example.net,SG,2023-08-18,referral,45-54,True
CUST_00692,astewart@example.net,IN,2023-08-06,social,25-34,False
CUST_00693,velazquezhunter@example.org,IN,2024-02-13,referral,18-24,False
CUST_00694,michaelgonzalez@example.org,SG,2023-10-06,social,35-44,False
CUST_00695,diana82@example.org,IN,2024-01-26,email,25-34,True
CUST_00696,cookmelinda@example.org,IN,2024-04-08,email,18-24,False
CUST_00697,piercesydney@example.com,SG,2024-01-02,referral,25-34,False
CUST_00698,floydtheresa@example.org,IN,2023-03-19,paid_search,35-44,False
CUST_00699,sextonkaren@example.org,US,2023-02-13,paid_search,55+,False
CUST_00700,kwyatt@example.org,IN,2023-10-29,paid_search,25-34,False
CUST_00701,adriana44@example.net,GB,2023-09-05,direct,35-44,False
CUST_00702,brian19@example.net,US,2023-01-22,email,55+,False
CUST_00703,vangjoshua@example.net,AU,2024-03-13,social,55+,False
CUST_00704,kristine75@example.net,IN,2024-01-16,organic,25-34,False
CUST_00705,troberson@example.org,SG,2023-01-16,organic,35-44,False
CUST_00706,marcusbaker@example.net,GB,2023-06-06,email,25-34,False
CUST_00707,jewing@example.net,IN,2023-09-09,paid_search,55+,False
CUST_00708,danielklein@example.com,US,2023-04-21,referral,35-44,False
CUST_00709,russelljessica@example.net,US,2023-10-18,direct,45-54,False
CUST_00710,oharper@example.com,IN,2023-09-19,paid_search,25-34,False
CUST_00711,zfisher@example.com,US,2023-12-06,social,35-44,True
CUST_00712,victoriahopkins@example.net,US,2024-03-12,referral,35-44,False
CUST_00713,tuckercourtney@example.net,GB,2024-04-02,social,35-44,False
CUST_00714,brettdavis@example.net,IN,2023-08-17,direct,18-24,False
CUST_00715,frysergio@example.net,IN,2024-03-20,referral,18-24,True
CUST_00716,colleen50@example.org,AU,2023-09-05,referral,25-34,False
CUST_00717,samanthaschultz@example.net,AU,2023-03-22,paid_search,35-44,False
CUST_00718,james50@example.net,IN,2023-07-04,email,25-34,False
CUST_00719,nhoward@example.net,GB,2023-03-10,direct,35-44,False
CUST_00720,john92@example.net,IN,2023-07-25,direct,18-24,False
CUST_00721,jessicawilliams@example.org,US,2023-03-25,organic,45-54,False
CUST_00722,martindominique@example.net,AU,2023-11-22,social,45-54,False
CUST_00723,vegasamuel@example.org,SG,2023-09-30,organic,45-54,False
CUST_00724,gmurphy@example.org,US,2024-03-24,direct,25-34,True
CUST_00725,rebecca64@example.com,US,2023-02-27,organic,35-44,True
CUST_00726,henryclayton@example.net,AU,2023-07-22,organic,35-44,True
CUST_00727,ahale@example.com,IN,2023-10-19,organic,55+,False
CUST_00728,danielsullivan@example.net,IN,2023-03-14,referral,45-54,False
CUST_00729,laura77@example.org,AU,2023-12-02,paid_search,55+,False
CUST_00730,davidperez@example.org,IN,2023-05-03,email,25-34,False
CUST_00731,rodneywilliams@example.com,US,2023-11-14,direct,55+,False
CUST_00732,penastephanie@example.org,IN,2023-08-07,organic,18-24,False
CUST_00733,william50@example.com,GB,2024-03-02,paid_search,18-24,False
CUST_00734,annettesuarez@example.org,IN,2023-11-29,direct,55+,False
CUST_00735,hillerin@example.com,IN,2023-03-17,paid_search,35-44,False
CUST_00736,jguzman@example.com,GB,2024-01-03,email,45-54,False
CUST_00737,kevin93@example.net,IN,2024-05-28,direct,55+,False
CUST_00738,rogersjulie@example.com,GB,2023-10-16,email,25-34,False
CUST_00739,troyclark@example.org,SG,2023-07-24,email,25-34,False
CUST_00740,jason27@example.net,IN,2024-03-14,direct,18-24,True
CUST_00741,sanchezroger@example.org,GB,2023-09-25,social,55+,False
CUST_00742,sherri17@example.org,GB,2023-02-17,referral,45-54,False
CUST_00743,melindawalker@example.com,GB,2024-06-17,social,55+,False
CUST_00744,sharmon@example.net,IN,2024-01-05,social,18-24,False
CUST_00745,jeffreysantiago@example.com,GB,2024-02-06,direct,55+,True
CUST_00746,loganricky@example.org,IN,2023-12-15,paid_search,25-34,False
CUST_00747,elizabeth11@example.org,IN,2023-04-09,organic,45-54,False
CUST_00748,pamelabenson@example.com,IN,2024-05-02,referral,35-44,False
CUST_00749,bchambers@example.net,IN,2023-02-22,referral,45-54,False
CUST_00750,cooperalexandria@example.net,SG,2023-08-03,organic,55+,False
CUST_00751,jgoodman@example.org,IN,2023-11-22,paid_search,25-34,False
CUST_00752,pross@example.net,US,2024-03-28,organic,18-24,False
CUST_00753,kristiholmes@example.org,US,2023-03-20,referral,35-44,False
CUST_00754,camachojeremiah@example.org,IN,2023-07-25,social,55+,False
CUST_00755,ghill@example.com,IN,2023-01-30,social,25-34,False
CUST_00756,stephanie72@example.net,US,2024-06-12,organic,45-54,False
CUST_00757,amandadoyle@example.net,US,2023-09-15,organic,45-54,False
CUST_00758,dholden@example.com,IN,2023-10-17,email,35-44,False
CUST_00759,xdunn@example.com,GB,2024-01-17,direct,18-24,False
CUST_00760,zescobar@example.org,IN,2023-06-27,direct,45-54,False
CUST_00761,fjones@example.org,IN,2023-09-07,social,55+,False
CUST_00762,joshua94@example.org,SG,2023-05-26,social,45-54,False
CUST_00763,stephanie29@example.net,GB,2023-10-18,referral,25-34,True
CUST_00764,lopeztracy@example.com,SG,2024-01-29,referral,55+,True
CUST_00765,danielbartlett@example.com,GB,2023-05-30,paid_search,18-24,False
CUST_00766,ashleyjoseph@example.org,IN,2023-12-21,email,25-34,False
CUST_00767,theodorewilson@example.org,SG,2023-12-27,direct,18-24,False
CUST_00768,cwilson@example.org,IN,2023-07-07,referral,45-54,True
CUST_00769,warrenpaul@example.net,SG,2024-01-04,email,35-44,True
CUST_00770,reyescolin@example.org,US,2023-07-20,direct,18-24,False
CUST_00771,cjohnson@example.com,IN,2023-10-28,referral,25-34,False
CUST_00772,tware@example.org,IN,2024-05-17,paid_search,35-44,False
CUST_00773,hollowaybrittney@example.net,IN,2024-02-03,direct,18-24,False
CUST_00774,andrew16@example.com,US,2023-04-13,referral,18-24,False
CUST_00775,lunasarah@example.com,GB,2024-04-17,email,35-44,False
CUST_00776,tanya01@example.net,GB,2023-10-20,social,35-44,False
CUST_00777,lisadavis@example.org,US,2023-08-23,referral,45-54,False
CUST_00778,taylor23@example.com,SG,2023-01-06,direct,35-44,False
CUST_00779,yhunter@example.net,US,2024-04-06,email,18-24,False
CUST_00780,qgriffin@example.org,AU,2023-09-19,direct,35-44,False
CUST_00781,swalsh@example.org,US,2023-07-22,direct,35-44,True
CUST_00782,hfletcher@example.com,US,2024-02-06,organic,55+,False
CUST_00783,troytaylor@example.net,US,2023-09-06,direct,18-24,False
CUST_00784,huertageorge@example.net,IN,2023-08-18,social,45-54,False
CUST_00785,bryan36@example.net,SG,2023-01-28,referral,25-34,False
CUST_00786,charles30@example.org,US,2023-06-22,direct,45-54,False
CUST_00787,andrewwade@example.com,IN,2024-06-05,email,25-34,False
